L_Id,Date of Creation,Agent Category Assigned,Type of Request,Description of the Request,Location,Street Type,Region Type,Ward No,Estimated Date of Completion,Request Solution Category,Actual Date of Completion,Team Assigned,A_1,A_2,Problem Category
LM_4878,21-12-2018 06:41,1,10,34,13,,4,31,21-12-2018 15:41,12,,0,5,5,2
LM_4879,25-07-2018 05:01,1,14,23,13,,4,31,25-07-2018 14:01,12,,0,5,5,2
LM_4880,30-12-2018 11:54,1,20,20,13,10012,0,30,30-12-2018 20:54,15,30-12-2018 12:59,8,2,2,1
LM_4881,30-11-2018 22:07,1,20,20,13,10036,0,30,01-12-2018 07:07,4,01-12-2018 00:51,22,2,2,1
LM_4882,25-12-2018 17:08,1,8,25,13,11216,0,7,26-12-2018 02:08,4,25-12-2018 19:03,33,1,1,1
LM_4883,01-12-2018 21:44,1,14,23,13,11226,2,7,02-12-2018 06:44,8,02-12-2018 21:59,54,1,1,1
LM_4884,23-12-2018 16:57,1,2,27,13,11209,0,7,24-12-2018 01:57,7,23-12-2018 19:22,41,1,1,1
LM_4885,11-12-2018 16:31,1,10,3,13,11209,0,7,12-12-2018 01:31,7,11-12-2018 23:09,41,1,1,1
LM_4886,19-12-2018 09:56,1,2,27,13,11206,0,7,19-12-2018 18:56,7,19-12-2018 20:17,17,1,1,1
LM_4887,27-12-2018 01:36,1,2,27,13,11221,0,7,27-12-2018 10:36,4,27-12-2018 12:33,17,1,1,1
LM_4888,12-12-2018 03:53,1,11,22,12,10040,0,30,12-12-2018 12:53,7,12-12-2018 06:06,50,2,2,1
LM_4889,06-12-2018 16:49,1,10,10,13,11693,0,14,07-12-2018 01:49,6,06-12-2018 20:39,55,3,3,1
LM_4890,21-12-2018 23:15,1,14,22,13,11211,2,7,22-12-2018 08:15,8,22-12-2018 00:58,2,1,1,1
LM_4891,09-12-2018 14:35,1,10,34,13,11204,0,7,09-12-2018 23:35,4,10-12-2018 01:18,49,1,1,1
LM_4892,01-12-2018 14:58,1,2,27,13,10466,0,6,01-12-2018 23:58,8,02-12-2018 02:23,48,0,0,1
LM_4893,19-12-2018 18:57,1,2,31,13,11229,0,7,20-12-2018 03:57,8,19-12-2018 22:58,56,1,1,1
LM_4894,19-12-2018 10:20,1,10,2,13,11416,0,33,19-12-2018 19:20,2,19-12-2018 14:21,39,3,3,1
LM_4895,18-12-2018 10:54,1,3,41,13,11235,0,7,18-12-2018 19:54,10,18-12-2018 19:13,56,1,1,1
LM_4896,05-12-2018 05:36,1,2,31,13,10472,0,6,05-12-2018 14:36,2,05-12-2018 10:45,36,0,0,1
LM_4897,17-12-2018 02:04,1,10,34,13,11692,1,0,17-12-2018 11:04,2,17-12-2018 04:30,55,3,3,1
LM_4898,17-12-2018 10:49,1,10,34,13,11207,0,7,17-12-2018 19:49,7,17-12-2018 15:50,17,1,1,1
LM_4899,24-12-2018 13:32,1,15,17,13,11232,0,7,24-12-2018 22:32,8,25-12-2018 01:04,29,1,1,1
LM_4900,30-12-2018 12:12,1,20,20,13,10012,0,30,30-12-2018 21:12,7,30-12-2018 13:19,8,2,2,1
LM_4901,24-12-2018 04:12,1,14,23,13,10030,0,30,24-12-2018 13:12,8,24-12-2018 05:43,42,2,2,1
LM_4902,05-12-2018 00:54,1,10,10,13,11231,0,7,05-12-2018 09:54,8,05-12-2018 05:38,25,1,1,1
LM_4903,10-12-2018 04:48,1,2,31,13,11370,0,12,10-12-2018 13:48,2,10-12-2018 06:47,14,3,3,1
LM_4904,11-12-2018 15:02,1,11,23,12,10472,0,6,12-12-2018 00:02,8,11-12-2018 17:25,36,0,0,1
LM_4905,11-12-2018 23:49,1,11,23,0,10023,2,30,12-12-2018 08:49,6,12-12-2018 02:06,30,2,2,1
LM_4906,20-12-2018 10:29,1,10,34,13,11205,0,7,20-12-2018 19:29,8,20-12-2018 21:09,12,1,1,1
LM_4907,12-12-2018 22:07,1,14,22,13,11226,0,7,13-12-2018 07:07,4,13-12-2018 20:03,54,1,1,1
LM_4908,25-12-2018 22:59,1,10,2,13,11103,0,1,26-12-2018 07:59,4,26-12-2018 07:31,4,3,3,1
LM_4909,20-07-2018 16:55,1,13,22,6,11211,2,7,21-07-2018 01:55,4,,2,1,1,2
LM_4910,16-12-2018 14:53,1,2,27,13,11234,0,7,16-12-2018 23:53,4,16-12-2018 17:15,59,1,1,1
LM_4911,18-07-2018 04:21,1,14,23,13,,4,31,18-07-2018 13:21,12,,0,5,5,2
LM_4912,12-12-2018 10:59,1,10,3,13,11230,0,7,12-12-2018 19:59,8,12-12-2018 22:36,54,1,1,1
LM_4913,12-12-2018 00:36,1,5,21,13,11209,0,7,12-12-2018 09:36,4,12-12-2018 03:42,41,1,1,1
LM_4914,10-12-2018 11:09,1,10,3,13,10017,0,30,10-12-2018 20:09,7,10-12-2018 12:50,22,2,2,1
LM_4915,12-12-2018 19:24,1,3,41,13,11434,0,23,13-12-2018 04:24,8,13-12-2018 04:29,51,3,3,1
LM_4916,30-12-2018 15:02,1,15,6,13,11366,2,18,31-12-2018 00:02,8,30-12-2018 21:08,35,3,3,1
LM_4917,09-12-2018 23:38,1,2,31,13,10473,0,6,10-12-2018 08:38,2,10-12-2018 03:13,36,0,0,1
LM_4918,14-12-2018 13:44,1,10,34,13,11102,0,1,14-12-2018 22:44,4,14-12-2018 18:12,4,3,3,1
LM_4919,01-12-2018 23:12,1,15,5,13,11368,2,11,02-12-2018 08:12,8,02-12-2018 03:38,19,3,3,1
LM_4920,28-12-2018 00:04,1,11,1,12,11233,0,7,28-12-2018 09:04,8,28-12-2018 05:42,12,1,1,1
LM_4921,18-07-2018 02:05,1,14,22,13,,4,31,18-07-2018 11:05,12,,0,5,5,2
LM_4922,05-12-2018 14:31,1,2,31,13,11358,0,16,05-12-2018 23:31,2,05-12-2018 16:14,47,3,3,1
LM_4923,14-12-2018 21:52,1,2,31,13,11356,0,10,15-12-2018 06:52,2,14-12-2018 23:44,31,3,3,1
LM_4924,18-12-2018 01:07,1,11,23,12,10472,0,6,18-12-2018 10:07,8,18-12-2018 02:38,36,0,0,1
LM_4925,14-12-2018 15:08,1,18,11,13,10013,2,30,15-12-2018 00:08,4,14-12-2018 18:16,3,2,2,1
LM_4926,30-12-2018 09:57,1,10,34,13,11210,0,7,30-12-2018 18:57,4,30-12-2018 19:41,59,1,1,1
LM_4927,18-12-2018 18:53,1,2,31,13,11230,0,7,19-12-2018 03:53,2,18-12-2018 20:53,54,1,1,1
LM_4928,25-12-2018 17:45,1,2,27,13,10458,0,6,26-12-2018 02:45,7,25-12-2018 21:06,28,0,0,1
LM_4929,02-12-2018 17:47,1,2,27,13,11207,0,7,03-12-2018 02:47,7,02-12-2018 23:04,21,1,1,1
LM_4930,30-10-2018 18:31,1,10,34,13,,4,31,31-10-2018 03:31,12,,0,5,5,0
LM_4931,29-12-2018 16:12,1,0,35,10,10467,0,6,30-12-2018 01:12,7,29-12-2018 21:35,28,0,0,1
LM_4932,05-12-2018 15:01,1,2,27,13,11215,0,7,06-12-2018 00:01,4,05-12-2018 17:33,25,1,1,1
LM_4933,27-12-2018 01:42,1,10,10,13,11357,0,47,27-12-2018 10:42,2,27-12-2018 04:50,31,3,3,1
LM_4934,06-12-2018 22:39,1,2,27,13,11104,0,46,07-12-2018 07:39,2,07-12-2018 02:21,9,3,3,1
LM_4935,01-12-2018 10:15,1,10,10,13,11238,2,7,01-12-2018 19:15,6,01-12-2018 15:45,33,1,1,1
LM_4936,26-12-2018 02:33,1,11,22,0,10037,0,30,26-12-2018 11:33,8,26-12-2018 05:11,42,2,2,1
LM_4937,12-12-2018 01:22,1,11,22,0,11211,0,7,12-12-2018 10:22,7,12-12-2018 04:01,2,1,1,1
LM_4938,29-12-2018 00:45,1,14,22,13,10029,0,30,29-12-2018 09:45,8,29-12-2018 03:25,42,2,2,1
LM_4939,02-12-2018 00:21,1,14,23,13,10456,0,6,02-12-2018 09:21,8,05-12-2018 02:50,16,0,0,1
LM_4940,13-12-2018 07:58,1,2,27,13,11106,0,1,13-12-2018 16:58,2,13-12-2018 12:20,4,3,3,1
LM_4941,21-12-2018 00:08,1,11,22,12,11354,0,16,21-12-2018 09:08,7,21-12-2018 03:29,31,3,3,1
LM_4942,16-12-2018 15:24,1,10,34,13,10304,2,45,17-12-2018 00:24,4,16-12-2018 18:34,10,4,4,1
LM_4943,28-12-2018 01:46,1,10,34,13,11210,0,7,28-12-2018 10:46,4,28-12-2018 20:23,54,1,1,1
LM_4944,04-12-2018 21:49,1,11,22,0,10040,0,30,05-12-2018 06:49,6,06-12-2018 19:14,50,2,2,1
LM_4945,10-12-2018 23:01,1,10,14,13,11218,0,7,11-12-2018 08:01,7,11-12-2018 04:27,54,1,1,1
LM_4946,07-12-2018 14:33,1,2,31,13,11214,0,7,07-12-2018 23:33,6,07-12-2018 18:09,45,1,1,1
LM_4947,09-08-2018 07:43,1,10,34,13,,4,31,09-08-2018 16:43,12,,0,5,5,2
LM_4948,30-12-2018 23:44,1,14,22,13,11216,0,7,31-12-2018 08:44,6,31-12-2018 01:05,12,1,1,1
LM_4949,21-12-2018 14:42,1,3,41,13,10465,0,6,21-12-2018 23:42,10,21-12-2018 17:31,40,0,0,1
LM_4950,10-12-2018 23:11,1,14,23,13,10032,0,30,11-12-2018 08:11,8,11-12-2018 01:22,50,2,2,1
LM_4951,19-12-2018 16:31,1,2,27,13,11355,0,16,20-12-2018 01:31,6,19-12-2018 19:59,31,3,3,1
LM_4952,18-12-2018 04:14,1,2,27,13,10453,0,6,18-12-2018 13:14,4,18-12-2018 12:35,20,0,0,1
LM_4953,06-12-2018 19:43,1,0,29,10,10023,0,30,07-12-2018 04:43,6,06-12-2018 23:43,30,2,2,1
LM_4954,03-12-2018 20:02,1,10,2,13,11207,0,7,04-12-2018 05:02,10,04-12-2018 03:55,21,1,1,1
LM_4955,28-12-2018 14:31,1,14,23,13,10027,0,30,28-12-2018 23:31,8,29-12-2018 00:55,42,2,2,1
LM_4956,08-12-2018 16:11,1,2,31,13,10461,0,6,09-12-2018 01:11,4,09-12-2018 01:00,40,0,0,1
LM_4957,03-12-2018 17:54,1,14,23,13,10025,0,30,04-12-2018 02:54,8,03-12-2018 21:30,30,2,2,1
LM_4958,03-12-2018 17:25,1,11,23,12,10036,0,30,04-12-2018 02:25,8,03-12-2018 20:33,18,2,2,1
LM_4959,08-12-2018 23:15,1,0,35,10,10306,0,45,09-12-2018 08:15,7,09-12-2018 01:50,10,4,4,1
LM_4960,09-12-2018 09:29,1,10,14,13,11238,0,7,09-12-2018 18:29,11,09-12-2018 12:44,33,1,1,1
LM_4961,24-12-2018 02:50,1,2,27,13,11368,0,11,24-12-2018 11:50,8,24-12-2018 06:52,19,3,3,1
LM_4962,11-12-2018 19:11,1,15,6,13,11233,0,7,12-12-2018 04:11,8,11-12-2018 22:16,57,1,1,1
LM_4963,19-12-2018 23:07,1,11,22,12,10012,0,30,20-12-2018 08:07,8,20-12-2018 02:44,8,2,2,1
LM_4964,02-12-2018 21:51,1,2,27,13,11217,0,7,03-12-2018 06:51,6,03-12-2018 01:10,25,1,1,1
LM_4965,02-12-2018 11:15,1,10,34,13,11204,0,7,02-12-2018 20:15,7,03-12-2018 04:37,49,1,1,1
LM_4966,04-09-2018 23:45,1,10,10,13,,4,31,05-09-2018 08:45,12,,0,5,5,0
LM_4967,24-12-2018 01:52,1,11,22,0,11215,0,7,24-12-2018 10:52,8,24-12-2018 03:55,29,1,1,1
LM_4968,01-12-2018 22:07,1,2,27,13,11368,0,11,02-12-2018 07:07,10,02-12-2018 00:43,14,3,3,1
LM_4969,18-12-2018 00:10,1,11,22,12,11203,3,7,18-12-2018 09:10,6,18-12-2018 03:17,2,1,1,1
LM_4970,12-12-2018 10:07,1,3,41,13,11412,0,41,12-12-2018 19:07,8,12-12-2018 17:54,51,3,3,1
LM_4971,22-12-2018 11:12,1,2,27,13,11219,0,7,22-12-2018 20:12,4,22-12-2018 13:30,49,1,1,1
LM_4972,13-12-2018 23:14,1,10,10,13,11433,0,23,14-12-2018 08:14,8,14-12-2018 01:14,51,3,3,1
LM_4973,26-12-2018 01:11,1,11,22,12,11206,0,7,26-12-2018 10:11,7,26-12-2018 04:58,2,1,1,1
LM_4974,27-12-2018 15:38,1,2,27,13,11378,0,27,28-12-2018 00:38,10,27-12-2018 16:49,23,3,3,1
LM_4975,26-12-2018 04:00,1,11,23,12,11374,0,36,26-12-2018 13:00,8,26-12-2018 06:45,27,3,3,1
LM_4976,24-12-2018 03:57,1,11,22,0,11416,0,33,24-12-2018 12:57,6,24-12-2018 10:22,39,3,3,1
LM_4977,03-12-2018 14:55,1,10,34,13,11211,0,7,03-12-2018 23:55,2,03-12-2018 17:02,2,1,1,1
LM_4978,02-12-2018 15:40,1,15,17,13,10023,0,30,03-12-2018 00:40,6,02-12-2018 17:24,30,2,2,1
LM_4979,21-12-2018 01:06,1,10,34,13,10019,0,30,21-12-2018 10:06,8,21-12-2018 09:57,18,2,2,1
LM_4980,12-12-2018 23:49,1,2,27,13,11368,0,11,13-12-2018 08:49,7,13-12-2018 03:27,19,3,3,1
LM_4981,13-12-2018 08:47,1,10,34,13,11102,0,1,13-12-2018 17:47,4,13-12-2018 17:38,4,3,3,1
LM_4982,02-12-2018 08:53,1,10,2,13,10467,0,6,02-12-2018 17:53,8,02-12-2018 15:32,28,0,0,1
LM_4983,28-12-2018 17:28,1,0,26,10,10019,0,30,29-12-2018 02:28,8,28-12-2018 19:31,22,2,2,1
LM_4984,24-12-2018 18:26,1,10,2,13,11414,0,21,25-12-2018 03:26,7,25-12-2018 01:13,43,3,3,1
LM_4985,12-12-2018 05:43,1,10,14,13,11226,0,7,12-12-2018 14:43,8,12-12-2018 10:04,54,1,1,1
LM_4986,19-12-2018 02:15,1,11,22,0,11385,0,38,19-12-2018 11:15,8,19-12-2018 06:42,23,3,3,1
LM_4987,15-12-2018 01:34,1,10,2,13,11228,0,7,15-12-2018 10:34,4,15-12-2018 04:53,45,1,1,1
LM_4988,26-12-2018 03:25,1,10,30,13,11418,0,37,26-12-2018 12:25,6,26-12-2018 04:50,39,3,3,1
LM_4989,21-12-2018 10:03,1,10,14,13,11220,2,7,21-12-2018 19:03,8,21-12-2018 12:01,41,1,1,1
LM_4990,02-12-2018 10:35,1,2,31,13,11106,0,1,02-12-2018 19:35,8,02-12-2018 17:30,4,3,3,1
LM_4991,04-12-2018 03:16,1,2,27,13,11420,0,42,04-12-2018 12:16,8,04-12-2018 07:55,43,3,3,1
LM_4992,19-12-2018 03:52,1,10,34,13,11212,1,7,19-12-2018 12:52,4,19-12-2018 08:43,58,1,1,1
LM_4993,12-12-2018 22:39,1,2,31,13,11214,0,7,13-12-2018 07:39,8,13-12-2018 00:30,52,1,1,1
LM_4994,06-12-2018 20:43,1,2,27,13,11230,0,7,07-12-2018 05:43,6,07-12-2018 09:44,54,1,1,1
LM_4995,06-12-2018 21:27,1,2,27,13,11372,0,22,07-12-2018 06:27,2,06-12-2018 23:24,14,3,3,1
LM_4996,06-12-2018 11:28,1,2,27,13,11355,0,16,06-12-2018 20:28,8,06-12-2018 13:04,31,3,3,1
LM_4997,29-12-2018 15:09,1,2,31,13,11434,0,23,30-12-2018 00:09,8,29-12-2018 17:25,51,3,3,1
LM_4998,05-12-2018 02:24,1,11,22,0,11216,0,7,05-12-2018 11:24,7,05-12-2018 04:23,33,1,1,1
LM_4999,11-12-2018 12:45,1,3,41,13,11364,2,32,11-12-2018 21:45,7,11-12-2018 15:28,47,3,3,1
LM_5000,31-12-2018 00:25,1,10,34,13,10024,0,30,31-12-2018 09:25,4,31-12-2018 03:12,30,2,2,1
LM_5001,19-12-2018 01:30,1,11,22,0,11231,2,7,19-12-2018 10:30,7,19-12-2018 02:55,25,1,1,1
LM_5002,02-12-2018 18:59,1,11,22,12,11372,0,22,03-12-2018 03:59,8,03-12-2018 01:33,14,3,3,1
LM_5003,07-12-2018 09:53,1,10,34,13,11209,0,7,07-12-2018 18:53,8,07-12-2018 14:37,41,1,1,1
LM_5004,04-12-2018 22:09,1,14,22,13,11221,0,7,05-12-2018 07:09,7,05-12-2018 00:32,12,1,1,1
LM_5005,11-12-2018 06:39,1,2,27,13,10453,0,6,11-12-2018 15:39,7,11-12-2018 11:11,20,0,0,1
LM_5006,05-12-2018 10:35,1,8,25,10,10453,0,6,05-12-2018 19:35,7,05-12-2018 12:14,20,0,0,1
LM_5007,28-12-2018 15:47,1,3,41,13,11378,0,27,29-12-2018 00:47,7,29-12-2018 01:05,9,3,3,1
LM_5008,15-12-2018 02:17,1,2,27,13,10460,0,6,15-12-2018 11:17,2,15-12-2018 07:51,44,0,0,1
LM_5009,15-12-2018 18:29,1,2,27,13,10016,2,30,16-12-2018 03:29,8,15-12-2018 23:14,26,2,2,1
LM_5010,13-12-2018 18:20,1,2,27,13,10463,0,6,14-12-2018 03:20,4,14-12-2018 01:09,32,0,0,1
LM_5011,06-12-2018 14:56,1,10,14,13,10002,0,30,06-12-2018 23:56,8,07-12-2018 01:35,13,2,2,1
LM_5012,15-12-2018 00:37,1,10,2,13,10465,0,6,15-12-2018 09:37,8,15-12-2018 01:58,40,0,0,1
LM_5013,05-12-2018 03:46,1,11,1,12,11101,0,26,05-12-2018 12:46,7,05-12-2018 05:10,4,3,3,1
LM_5014,30-12-2018 02:20,1,10,10,13,10003,0,30,30-12-2018 11:20,7,30-12-2018 05:59,13,2,2,1
LM_5015,15-12-2018 13:46,1,2,31,13,10467,0,6,15-12-2018 22:46,2,15-12-2018 16:43,28,0,0,1
LM_5016,01-12-2018 14:06,1,2,27,13,11363,0,25,01-12-2018 23:06,2,01-12-2018 17:24,47,3,3,1
LM_5017,15-09-2018 00:33,1,11,22,0,,4,31,15-09-2018 09:33,12,,0,5,5,2
LM_5018,28-12-2018 12:22,1,8,25,13,11230,0,7,28-12-2018 21:22,8,28-12-2018 15:55,49,1,1,1
LM_5019,04-12-2018 18:22,1,14,23,13,10472,0,6,05-12-2018 03:22,8,04-12-2018 20:57,36,0,0,1
LM_5020,24-12-2018 20:50,1,10,34,13,11368,0,11,25-12-2018 05:50,6,24-12-2018 23:34,14,3,3,1
LM_5021,28-12-2018 02:50,1,11,23,0,10028,0,30,28-12-2018 11:50,8,28-12-2018 05:12,34,2,2,1
LM_5022,29-12-2018 00:50,1,15,5,13,11230,0,7,29-12-2018 09:50,2,29-12-2018 06:31,54,1,1,1
LM_5023,24-12-2018 02:40,1,15,6,13,11203,0,7,24-12-2018 11:40,7,24-12-2018 04:30,58,1,1,1
LM_5024,04-12-2018 12:21,1,10,14,13,11221,2,7,04-12-2018 21:21,15,04-12-2018 13:53,12,1,1,1
LM_5025,06-12-2018 17:13,1,10,2,13,11235,2,7,07-12-2018 02:13,15,07-12-2018 00:59,52,1,1,1
LM_5026,28-09-2018 22:31,1,10,2,13,,4,31,29-09-2018 07:31,12,,0,5,5,2
LM_5027,12-12-2018 19:19,1,2,27,13,11214,0,7,13-12-2018 04:19,10,13-12-2018 02:03,45,1,1,1
LM_5028,18-12-2018 03:16,1,2,27,13,11219,0,7,18-12-2018 12:16,4,18-12-2018 08:55,49,1,1,1
LM_5029,26-12-2018 19:03,1,10,34,13,11379,2,28,27-12-2018 04:03,4,27-12-2018 00:35,23,3,3,1
LM_5030,10-12-2018 15:10,1,10,14,13,11236,2,7,11-12-2018 00:10,6,10-12-2018 17:06,59,1,1,1
LM_5031,20-07-2018 16:22,1,2,27,6,11235,0,7,21-07-2018 01:22,8,20-07-2018 17:57,56,1,1,0
LM_5032,03-12-2018 02:38,1,14,23,13,10010,0,30,03-12-2018 11:38,8,03-12-2018 04:15,22,2,2,1
LM_5033,21-12-2018 20:18,1,2,27,13,11104,0,46,22-12-2018 05:18,10,22-12-2018 09:44,9,3,3,1
LM_5034,29-12-2018 10:09,1,2,27,13,11228,0,7,29-12-2018 19:09,6,29-12-2018 11:40,45,1,1,1
LM_5035,03-06-2018 23:18,1,14,22,13,,4,31,04-06-2018 08:18,12,,0,5,5,2
LM_5036,07-12-2018 13:32,1,10,34,13,10309,0,45,07-12-2018 22:32,10,07-12-2018 15:18,15,4,4,1
LM_5037,29-12-2018 23:08,1,2,27,13,10462,0,6,30-12-2018 08:08,8,30-12-2018 03:57,44,0,0,1
LM_5038,15-12-2018 11:02,1,3,41,13,10302,3,45,15-12-2018 20:02,7,15-12-2018 12:17,5,4,4,1
LM_5039,15-09-2018 16:59,1,2,31,13,,4,31,16-09-2018 01:59,13,,0,5,5,2
LM_5040,25-12-2018 21:26,1,2,31,13,10469,0,6,26-12-2018 06:26,4,25-12-2018 23:27,48,0,0,1
LM_5041,12-12-2018 21:03,1,10,34,13,11385,2,38,13-12-2018 06:03,4,13-12-2018 01:08,23,3,3,1
LM_5042,04-12-2018 07:09,1,10,34,13,10465,0,6,04-12-2018 16:09,7,04-12-2018 10:47,40,0,0,1
LM_5043,10-12-2018 22:33,1,14,22,13,10025,0,30,11-12-2018 07:33,8,11-12-2018 00:54,30,2,2,1
LM_5044,15-12-2018 21:49,1,2,31,13,11223,0,7,16-12-2018 06:49,4,16-12-2018 10:58,56,1,1,1
LM_5045,19-12-2018 23:15,1,14,22,13,10033,0,30,20-12-2018 08:15,8,20-12-2018 00:41,50,2,2,1
LM_5046,29-12-2018 01:21,1,10,2,13,11209,0,7,29-12-2018 10:21,4,29-12-2018 07:02,41,1,1,1
LM_5047,17-12-2018 10:56,1,2,27,13,11357,0,47,17-12-2018 19:56,7,17-12-2018 14:18,31,3,3,1
LM_5048,24-12-2018 10:48,1,10,3,13,10032,0,30,24-12-2018 19:48,8,24-12-2018 14:35,50,2,2,1
LM_5049,15-12-2018 06:29,1,10,2,13,11378,0,27,15-12-2018 15:29,6,15-12-2018 08:08,23,3,3,1
LM_5050,05-12-2018 11:21,1,3,41,13,11234,0,7,05-12-2018 20:21,10,05-12-2018 14:14,59,1,1,1
LM_5051,27-12-2018 00:28,1,2,27,13,11385,0,38,27-12-2018 09:28,2,27-12-2018 02:47,23,3,3,1
LM_5052,05-05-2018 10:35,1,10,14,13,,4,31,05-05-2018 19:35,12,,0,5,5,0
LM_5053,03-12-2018 10:57,1,2,31,13,11204,0,7,03-12-2018 19:57,2,03-12-2018 16:20,45,1,1,1
LM_5054,27-12-2018 22:40,1,10,34,13,11230,0,7,28-12-2018 07:40,7,28-12-2018 02:21,49,1,1,1
LM_5055,27-12-2018 12:12,1,2,27,13,10455,0,6,27-12-2018 21:12,6,27-12-2018 15:45,6,0,0,1
LM_5056,24-12-2018 14:11,1,10,34,13,11223,0,7,24-12-2018 23:11,4,24-12-2018 23:37,56,1,1,1
LM_5057,03-12-2018 01:56,1,10,10,13,10304,0,45,03-12-2018 10:56,8,03-12-2018 08:51,5,4,4,1
LM_5058,25-12-2018 12:13,1,2,27,13,11234,0,7,25-12-2018 21:13,10,26-12-2018 04:08,59,1,1,1
LM_5059,12-12-2018 02:34,1,11,22,0,10002,0,30,12-12-2018 11:34,7,12-12-2018 07:12,13,2,2,1
LM_5060,01-12-2018 03:26,1,0,26,10,11214,0,7,01-12-2018 12:26,7,01-12-2018 05:15,45,1,1,1
LM_5061,25-12-2018 23:32,1,15,5,13,10010,0,30,26-12-2018 08:32,15,26-12-2018 01:39,22,2,2,1
LM_5062,08-12-2018 23:44,1,18,11,13,10016,2,30,09-12-2018 08:44,7,09-12-2018 05:34,26,2,2,1
LM_5063,15-12-2018 20:26,1,10,10,13,11378,1,27,16-12-2018 05:26,8,16-12-2018 06:43,23,3,3,1
LM_5064,09-12-2018 00:51,1,10,2,13,10462,0,6,09-12-2018 09:51,2,09-12-2018 09:10,40,0,0,1
LM_5065,26-12-2018 00:02,1,14,22,13,11233,0,7,26-12-2018 09:02,8,26-12-2018 06:24,33,1,1,1
LM_5066,17-12-2018 19:51,1,8,25,13,10029,2,30,18-12-2018 04:51,7,17-12-2018 21:32,46,2,2,1
LM_5067,13-12-2018 18:39,1,10,2,13,11237,0,7,14-12-2018 03:39,4,14-12-2018 00:30,17,1,1,1
LM_5068,13-12-2018 17:56,1,10,3,13,10010,0,30,14-12-2018 02:56,8,13-12-2018 22:48,26,2,2,1
LM_5069,18-12-2018 16:09,1,11,22,12,10027,0,30,19-12-2018 01:09,7,19-12-2018 00:40,42,2,2,1
LM_5070,07-12-2018 13:31,1,2,27,13,11372,0,22,07-12-2018 22:31,4,07-12-2018 15:04,14,3,3,1
LM_5071,07-12-2018 09:26,1,10,37,13,11223,0,7,07-12-2018 18:26,8,07-12-2018 14:03,56,1,1,1
LM_5072,05-12-2018 13:29,1,10,3,13,11230,0,7,05-12-2018 22:29,4,05-12-2018 19:43,54,1,1,1
LM_5073,29-12-2018 16:45,1,3,41,13,10465,0,6,30-12-2018 01:45,7,30-12-2018 00:54,40,0,0,1
LM_5074,06-12-2018 10:10,1,2,27,13,11102,0,1,06-12-2018 19:10,2,06-12-2018 14:09,4,3,3,1
LM_5075,29-12-2018 00:14,1,11,23,0,10009,0,30,29-12-2018 09:14,7,29-12-2018 02:53,13,2,2,1
LM_5076,26-12-2018 18:19,1,0,26,10,11206,0,7,27-12-2018 03:19,8,26-12-2018 19:46,17,1,1,1
LM_5077,11-12-2018 06:10,1,15,17,13,11201,0,7,11-12-2018 15:10,7,11-12-2018 07:30,25,1,1,1
LM_5078,16-05-2018 01:59,1,11,22,0,,4,31,16-05-2018 10:59,12,,0,5,5,0
LM_5079,11-12-2018 13:50,1,2,27,13,10038,0,30,11-12-2018 22:50,7,11-12-2018 15:37,3,2,2,1
LM_5080,29-12-2018 21:59,1,2,27,13,11229,0,7,30-12-2018 06:59,4,30-12-2018 01:40,56,1,1,1
LM_5081,17-12-2018 16:01,1,18,36,13,11228,2,7,18-12-2018 01:01,4,17-12-2018 17:12,41,1,1,1
LM_5082,16-05-2018 02:59,1,11,22,12,,4,31,16-05-2018 11:59,12,,0,5,5,0
LM_5083,08-12-2018 23:05,1,11,22,12,10002,0,30,09-12-2018 08:05,7,09-12-2018 01:00,13,2,2,1
LM_5084,29-12-2018 11:09,1,2,31,13,10466,0,6,29-12-2018 20:09,10,30-12-2018 15:42,48,0,0,1
LM_5085,07-12-2018 16:06,1,2,27,13,10473,0,6,08-12-2018 01:06,2,07-12-2018 19:05,36,0,0,1
LM_5086,21-12-2018 13:52,1,10,14,13,10465,0,6,21-12-2018 22:52,8,21-12-2018 17:32,40,0,0,1
LM_5087,02-12-2018 17:18,1,15,5,13,11377,0,49,03-12-2018 02:18,4,02-12-2018 22:25,4,3,3,1
LM_5088,11-12-2018 10:29,1,2,27,13,11365,0,18,11-12-2018 19:29,2,11-12-2018 14:11,35,3,3,1
LM_5089,14-12-2018 20:01,1,3,41,13,11360,2,3,15-12-2018 05:01,7,15-12-2018 01:08,31,3,3,1
LM_5090,04-12-2018 21:42,1,2,31,13,10458,0,6,05-12-2018 06:42,2,05-12-2018 00:21,24,0,0,1
LM_5091,17-12-2018 20:15,1,2,27,13,11235,0,7,18-12-2018 05:15,4,17-12-2018 23:47,56,1,1,1
LM_5092,25-07-2018 02:52,1,14,22,13,,4,31,25-07-2018 11:52,12,,0,5,5,0
LM_5093,06-12-2018 13:01,1,14,22,13,11217,0,7,06-12-2018 22:01,6,06-12-2018 15:46,25,1,1,1
LM_5094,06-12-2018 22:10,1,10,10,13,10312,0,45,07-12-2018 07:10,8,07-12-2018 02:43,15,4,4,1
LM_5095,20-12-2018 17:37,1,10,14,13,11366,0,18,21-12-2018 02:37,8,20-12-2018 22:23,35,3,3,1
LM_5096,06-12-2018 22:47,1,10,10,13,10301,0,45,07-12-2018 07:47,7,07-12-2018 09:13,5,4,4,1
LM_5097,21-12-2018 01:00,1,10,37,13,11379,2,28,21-12-2018 10:00,2,21-12-2018 05:25,23,3,3,1
